title,link,media_type,post_date,parenthetical
In the Realms of the Unreal,http://hujhax.livejournal.com/412842.html#itroti,movie,2008-05-27T18:44:00Z,
The Animation Show,http://hujhax.livejournal.com/412842.html#tas,movie,2008-05-27T18:44:00Z,
Indiana Jones and the Kingdom of the Crystal Skull,http://hujhax.livejournal.com/412842.html#ijatkotcs,movie,2008-05-27T18:44:00Z,spoilers
Black Snake Moan,http://hujhax.livejournal.com/412842.html#bsm,movie,2008-05-27T18:44:00Z,spoilers
Friday Night Lights,http://hujhax.livejournal.com/412842.html#fnl,TV,2008-05-27T18:44:00Z,"2x04-2x08, spoilers"
LOST,http://hujhax.livejournal.com/412842.html#l,TV,2008-05-27T18:44:00Z,"4x11-4x12, spoilers"
Battlestar Galactica,http://hujhax.livejournal.com/412842.html#bsg,TV,2008-05-27T18:44:00Z,"4x08-4x09, spoilers"
Where's My Jetpack?,http://hujhax.livejournal.com/412842.html#wmj,book,2008-05-27T18:44:00Z,audiobook
The Merchant of Venice,http://hujhax.livejournal.com/412842.html#tmov,book,2008-05-27T18:44:00Z,"Arden, 2nd ed."
Improvising Better,http://hujhax.livejournal.com/412842.html#ib,book,2008-05-27T18:44:00Z,
How to Improvise a Full-Length Play,http://hujhax.livejournal.com/412842.html#htiaflp,book,2008-05-27T18:44:00Z,
The Corner,http://hujhax.livejournal.com/409639.html#tc,TV,2008-05-14T03:29:00Z,Disc 1
The Neurological Origins of Individuality,http://hujhax.livejournal.com/409639.html#tnooi,book,2008-05-14T03:29:00Z,audiocourse
improv notes,http://hujhax.livejournal.com/409639.html#improv,book,2008-05-14T03:29:00Z,
LOST,http://hujhax.livejournal.com/408433.html#l,TV,2008-05-06T19:21:00Z,"4x09-4x10, spoilers"
Battlestar Galactica,http://hujhax.livejournal.com/408433.html#bsg,TV,2008-05-06T19:21:00Z,"4x04-4x05, spoilers"
Friday Night Lights,http://hujhax.livejournal.com/408433.html#fnl,TV,2008-05-06T19:21:00Z,"2x01-2x03, spoilers"
improv notes,http://hujhax.livejournal.com/408433.html#improv,book,2008-05-06T19:21:00Z,
Hamlet,http://hujhax.livejournal.com/406467.html#h1,movie,2008-04-29T02:39:00Z,"Branagh, 1996"
Hamlet,http://hujhax.livejournal.com/406467.html#h2,book,2008-04-29T02:39:00Z,"Arden, 3rd edition, Q2 volume"
Battlestar Galactica,http://hujhax.livejournal.com/405447.html#bsg,TV,2008-04-22T04:18:00Z,"4x02-4x03, spoilers"
Raise the Red Lantern,http://hujhax.livejournal.com/404297.html#rtrl,movie,2008-04-15T03:39:00Z,
"Here, There, and Everywhere:  My Life Recording the Beatles",http://hujhax.livejournal.com/404297.html#ht&e,book,2008-04-15T03:39:00Z,
World War II:  A Military and Social History,http://hujhax.livejournal.com/404297.html#ww2,book,2008-04-15T03:39:00Z,audiocourse
Assassins,http://hujhax.livejournal.com/404297.html#a,other,2008-04-15T03:39:00Z,"UT production, spoilers"
Much Ado About Nothing,http://hujhax.livejournal.com/404297.html#maan,other,2008-04-15T03:39:00Z,old Rice show
Battlestar Galactica,http://hujhax.livejournal.com/402023.html#bsg3,TV,2008-04-08T04:12:00Z,"3x11-3x20, spoilers"
Battlestar Galactica,http://hujhax.livejournal.com/402023.html#bsg4,TV,2008-04-08T04:12:00Z,"4x01, spoilers"
Superbad,http://hujhax.livejournal.com/399371.html#s,movie,2008-03-31T03:40:00Z,
Battlestar Galactica,http://hujhax.livejournal.com/399371.html#bsg,TV,2008-03-31T03:40:00Z,"3x01-3x10, spoilers"
Once,http://hujhax.livejournal.com/396894.html#o,movie,2008-03-22T15:11:00Z,
LOST,http://hujhax.livejournal.com/396894.html#l,TV,2008-03-22T15:11:00Z,"4x06-4x08, spoilers"
Extras:  The Extra Special Series Finale,http://hujhax.livejournal.com/396894.html#e,TV,2008-03-22T15:11:00Z,
Wicked,http://hujhax.livejournal.com/396894.html#w,book,2008-03-22T15:11:00Z,audiobook
Romeo And Juliet,http://hujhax.livejournal.com/396894.html#r&j,book,2008-03-22T15:11:00Z,"Arden, 2nd ed."
The Complete Works of William Shakespeare (Abridged),http://hujhax.livejournal.com/392734.html#ws,movie,2008-03-11T03:57:00Z,
Pixar Short Films:  Volume 1,http://hujhax.livejournal.com/392734.html#ps,movie,2008-03-11T03:57:00Z,
The Wire,http://hujhax.livejournal.com/392734.html#tw,TV,2008-03-11T03:57:00Z,"4x12-4x13, spoilers"
Paranoia Agent,http://hujhax.livejournal.com/392734.html#pa,TV,2008-03-11T03:57:00Z,"1x11-1x13, spoilers"
Taxi Driver,http://hujhax.livejournal.com/387832.html#td,movie,2008-03-01T15:26:00Z,
Into the Woods,http://hujhax.livejournal.com/387832.html#itw,movie,2008-03-01T15:26:00Z,
LOST,http://hujhax.livejournal.com/387832.html#l,TV,2008-03-01T15:26:00Z,"4x04-4x05, spoilers"
A Midsummer Night's Dream,http://hujhax.livejournal.com/387832.html#amnd,book,2008-03-01T15:26:00Z,"Arden, 2nd ed."
The 2008 Academy-Award-Nominated Animated Shorts,http://hujhax.livejournal.com/385859.html#t2aanas,movie,2008-02-22T20:01:00Z,
The Wire,http://hujhax.livejournal.com/385859.html#tw,TV,2008-02-22T20:01:00Z,4x08-4x11
Paranoia Agent,http://hujhax.livejournal.com/385859.html#pa,TV,2008-02-22T20:01:00Z,"1x08-1x10, spoilers"
Rip It Up and Start Again,http://hujhax.livejournal.com/385859.html#riuasa,book,2008-02-22T20:01:00Z,
Sunday in the Park with George,http://hujhax.livejournal.com/384040.html#sitpwg,movie,2008-02-15T20:54:00Z,
LOST,http://hujhax.livejournal.com/384040.html#l,TV,2008-02-15T20:54:00Z,"4x02-4x03, spoilers"
Ghost in the Shell,http://hujhax.livejournal.com/384040.html#gits,book,2008-02-15T20:54:00Z,TPB #1
It's Always Sunny in Philadelphia,http://hujhax.livejournal.com/382070.html#iasip,TV,2008-02-09T00:55:00Z,"Season 2, Disc 1"
The Thing,http://hujhax.livejournal.com/382070.html#tt,book,2008-02-09T00:55:00Z,BFI Modern Classics Series
The Science of Sleep,http://hujhax.livejournal.com/379994.html#tsos,movie,2008-02-01T21:05:00Z,
Paranoia Agent,http://hujhax.livejournal.com/379994.html#pa,TV,2008-02-01T21:05:00Z,"1x05-1x07, spoilers"
LOST,http://hujhax.livejournal.com/379994.html#l,TV,2008-02-01T21:05:00Z,"4x01, spoilers"
Soon I Will Be Invincible,http://hujhax.livejournal.com/379994.html#siwbi,book,2008-02-01T21:05:00Z,audiobook
Cloverfield,http://hujhax.livejournal.com/377427.html#c,movie,2008-01-26T00:53:00Z,spoilers
Sweeney Todd,http://hujhax.livejournal.com/377427.html#st,movie,2008-01-26T00:53:00Z,
The Wire,http://hujhax.livejournal.com/377427.html#tw,TV,2008-01-26T00:53:00Z,"4x04-4x07, mild spoilers"
Paranoia Agent,http://hujhax.livejournal.com/375987.html#pa,TV,2008-01-18T21:30:00Z,1x01-1x04
Flight of the Conchords,http://hujhax.livejournal.com/375987.html#fotc,TV,2008-01-18T21:30:00Z,1x07-1x12
Juno,http://hujhax.livejournal.com/370037.html#j,movie,2007-12-28T15:18:00Z,
Veronica Mars,http://hujhax.livejournal.com/370037.html#vm,TV,2007-12-28T15:18:00Z,"Season 3, Disc 6"
The Grapes of Wrath,http://hujhax.livejournal.com/368473.html#tgow,movie,2007-12-22T19:02:00Z,
Stray Dog,http://hujhax.livejournal.com/368473.html#sd,movie,2007-12-22T19:02:00Z,
Jean de Florette,http://hujhax.livejournal.com/367757.html#jdf,movie,2007-12-14T16:16:00Z,
Veronica Mars,http://hujhax.livejournal.com/367757.html#vm,TV,2007-12-14T16:16:00Z,"3x17-3x20, spoilers"
A Bit of Fry & Laurie,http://hujhax.livejournal.com/367757.html#abof&l,TV,2007-12-14T16:16:00Z,Season Four
Classical Mythology,http://hujhax.livejournal.com/367757.html#cm,book,2007-12-14T16:16:00Z,audiocourse
Antony & Cleopatra,http://hujhax.livejournal.com/367757.html#ac,book,2007-12-14T16:16:00Z,"Arden, 3rd edition"
A Company of Wayward Saints,http://hujhax.livejournal.com/367757.html#acows,other,2007-12-14T16:16:00Z,old Rice show
Veronica Mars,http://hujhax.livejournal.com/363023.html#vm,TV,2007-11-30T15:51:00Z,"3x13-3x16, major spoilers"
La Putain avec les Fleurs,http://hujhax.livejournal.com/363023.html#lp,other,2007-11-30T15:51:00Z,play
Veronica Mars,http://hujhax.livejournal.com/359496.html#vm,TV,2007-11-16T22:31:00Z,"3x09-3x13, spoilers"
Studio 60 on the Sunset Strip,http://hujhax.livejournal.com/359496.html#s60,TV,2007-11-16T22:31:00Z,1x01-1x04
The Concerto,http://hujhax.livejournal.com/359496.html#tc,book,2007-11-16T22:31:00Z,audiocourse
Cinematic Storytelling,http://hujhax.livejournal.com/359496.html#cs,book,2007-11-16T22:31:00Z,
Gia,http://hujhax.livejournal.com/358017.html#g,movie,2007-11-09T15:23:00Z,
Veronica Mars,http://hujhax.livejournal.com/358017.html#vm,TV,2007-11-09T15:23:00Z,"3x05-3x08, spoilers"
Extras,http://hujhax.livejournal.com/358017.html#e,TV,2007-11-09T15:23:00Z,"2x04-2x06, spoilers"
Shakespeare's Grammar,http://hujhax.livejournal.com/358017.html#sg,book,2007-11-09T15:23:00Z,
Wild Strawberries,http://hujhax.livejournal.com/356781.html#ws,movie,2007-11-02T14:20:00Z,
Veronica Mars,http://hujhax.livejournal.com/356781.html#vm,TV,2007-11-02T14:20:00Z,3x01-3x04
Extras,http://hujhax.livejournal.com/356781.html#e,TV,2007-11-02T14:20:00Z,2x01-2x03
Jiggery Pokery:  A Compendium of Double Dactyls,http://hujhax.livejournal.com/356781.html#jp,book,2007-11-02T14:20:00Z,
The Thing,http://hujhax.livejournal.com/354749.html#tt,movie,2007-10-26T14:23:00Z,1982
No Country for Old Men,http://hujhax.livejournal.com/354749.html#ncfom,movie,2007-10-26T14:23:00Z,
In Search of Shakespeare (Disc 1),http://hujhax.livejournal.com/354749.html#isos,TV,2007-10-26T14:23:00Z,
Office,http://hujhax.livejournal.com/354749.html#o3r@td,TV,2007-10-26T14:23:00Z,
Thirteenth Night,http://hujhax.livejournal.com/354749.html#13n,book,2007-10-26T14:23:00Z,
The Pixar Story,http://hujhax.livejournal.com/353546.html#tps,movie,2007-10-19T17:02:00Z,
Friday Night Lights,http://hujhax.livejournal.com/353546.html#fnl,TV,2007-10-19T17:02:00Z,"1x19-1x22, spoilers"
The Office,http://hujhax.livejournal.com/353546.html#to,TV,2007-10-19T17:02:00Z,"3x20-3x24, spoilers"
Imaginary Magnitude,http://hujhax.livejournal.com/353546.html#im,book,2007-10-19T17:02:00Z,
"Owly, Volume 3:  Flying Lessons",http://hujhax.livejournal.com/353546.html#ofl,book,2007-10-19T17:02:00Z,
The Office,http://hujhax.livejournal.com/352886.html#to,TV,2007-10-13T19:46:00Z,"3x12-3x19, spoilers"
Heroes,http://hujhax.livejournal.com/352886.html#h,TV,2007-10-13T19:46:00Z,"2x02-2x03, spoilers"
Friday Night Lights,http://hujhax.livejournal.com/352886.html#fnl,TV,2007-10-13T19:46:00Z,"1x15-1x18, spoilers"
How to Read and Understand Poetry,http://hujhax.livejournal.com/352886.html#htraup,book,2007-10-13T19:46:00Z,audiobook
Friday Night Lights,http://hujhax.livejournal.com/350873.html#fnl,TV,2007-10-06T00:21:00Z,1x10-1x14
I Love Lucy,http://hujhax.livejournal.com/350873.html#ill,TV,2007-10-06T00:21:00Z,6x01-6x02
Slings & Arrows,http://hujhax.livejournal.com/350873.html#s&a,TV,2007-10-06T00:21:00Z,"3x05-3x06, spoilers"
Billion Dollar Kiss,http://hujhax.livejournal.com/350873.html#bdk,book,2007-10-06T00:21:00Z,
Word Wars,http://hujhax.livejournal.com/348891.html#ww,movie,2007-09-29T22:15:00Z,
Heroes,http://hujhax.livejournal.com/348891.html#h,TV,2007-09-29T22:15:00Z,2x01
Slings & Arrows,http://hujhax.livejournal.com/348891.html#s&a,TV,2007-09-29T22:15:00Z,"3x03-3x04, slight spoilers"
The Office,http://hujhax.livejournal.com/348891.html#to,TV,2007-09-29T22:15:00Z,3x08-3x11
The Black Swan:  The Impact of the Highly Improbable,http://hujhax.livejournal.com/348891.html#tbs,book,2007-09-29T22:15:00Z,
The Office,http://hujhax.livejournal.com/348108.html#to,TV,2007-09-22T01:41:00Z,"3x01-3x07, spoilers"
Owly:  Just a Little Blue,http://hujhax.livejournal.com/348108.html#o,book,2007-09-22T01:41:00Z,
podcast update,http://hujhax.livejournal.com/348108.html#pu,book,2007-09-22T01:41:00Z,
Duel,http://hujhax.livejournal.com/346088.html#d,movie,2007-09-14T23:32:00Z,
Alias,http://hujhax.livejournal.com/346088.html#a,TV,2007-09-14T23:32:00Z,1x01-1x04
Friday Night Lights,http://hujhax.livejournal.com/346088.html#fnl,TV,2007-09-14T23:32:00Z,1x05-1x09
podcast update,http://hujhax.livejournal.com/346088.html#pu,book,2007-09-14T23:32:00Z,
Samurai Trilogy 1: Musashi Miyamoto,http://hujhax.livejournal.com/343619.html#st1mm,movie,2007-09-07T17:45:00Z,
Carnivàle,http://hujhax.livejournal.com/343619.html#c,TV,2007-09-07T17:45:00Z,"1x11-1x12, spoilers"
Friday Night Lights,http://hujhax.livejournal.com/343619.html#fnl,TV,2007-09-07T17:45:00Z,1x01-1x04
Chasing the Devil's Tail,http://hujhax.livejournal.com/343619.html#ctdt,book,2007-09-07T17:45:00Z,audiobook
The Spellman Files,http://hujhax.livejournal.com/343619.html#tsf,book,2007-09-07T17:45:00Z,
Owly:  The Way Home & The Bittersweet Summer,http://hujhax.livejournal.com/343619.html#o,book,2007-09-07T17:45:00Z,
Bleak House,http://hujhax.livejournal.com/342511.html#bh,TV,2007-08-31T21:08:00Z,Disc 3
FLCL,http://hujhax.livejournal.com/342511.html#flcl,TV,2007-08-31T21:08:00Z,Volume 1
A Bit of Fry and Laurie,http://hujhax.livejournal.com/342511.html#abofal,TV,2007-08-31T21:08:00Z,Season 3
Harry Potter and the Deathly Hallows,http://hujhax.livejournal.com/342511.html#hp7,book,2007-08-31T21:08:00Z,spoilers
Film Flam,http://hujhax.livejournal.com/342511.html#ff,book,2007-08-31T21:08:00Z,
The Searchers,http://hujhax.livejournal.com/341237.html#ts,movie,2007-08-24T16:07:00Z,
Rome,http://hujhax.livejournal.com/341237.html#r,TV,2007-08-24T16:07:00Z,"1x11-1x12, spoilers"
Carnivàle,http://hujhax.livejournal.com/341237.html#c,TV,2007-08-24T16:07:00Z,"1x09-1x10, spoilers"
The Wire,http://hujhax.livejournal.com/340128.html#tw,TV,2007-08-17T16:07:00Z,3x11-3x12
Carnivàle,http://hujhax.livejournal.com/340128.html#c,TV,2007-08-17T16:07:00Z,"1x07-1x08, spoilers"
Creature Comforts,http://hujhax.livejournal.com/340128.html#cc,TV,2007-08-17T16:07:00Z,"Season 2, Disc 2"
Slings & Arrows,http://hujhax.livejournal.com/340128.html#s&a,TV,2007-08-17T16:07:00Z,3x01-3x02
Harry Potter and the Half-Blood Prince,http://hujhax.livejournal.com/340128.html#hp6,book,2007-08-17T16:07:00Z,spoilers
Better,http://hujhax.livejournal.com/340128.html#b,book,2007-08-17T16:07:00Z,audiobook
The Simpsons Movie,http://hujhax.livejournal.com/338641.html#tsm,movie,2007-08-10T16:10:00Z,
Interstella 5555,http://hujhax.livejournal.com/338641.html#i5555,movie,2007-08-10T16:10:00Z,
Carnivàle,http://hujhax.livejournal.com/338641.html#c,TV,2007-08-10T16:10:00Z,"1x05-1x06, spoilers"
Rome,http://hujhax.livejournal.com/338641.html#r,TV,2007-08-10T16:10:00Z,"1x09-1x10, spoilers"
Creature Comforts,http://hujhax.livejournal.com/338641.html#cc,TV,2007-08-10T16:10:00Z,"Season 2, Disc 1"
The Best of Saturday TV Funhouse,http://hujhax.livejournal.com/338641.html#tbostvf,TV,2007-08-10T16:10:00Z,
Cars,http://hujhax.livejournal.com/336968.html#c,movie,2007-08-03T14:45:00Z,
Mission:  Impossible III,http://hujhax.livejournal.com/336968.html#mi3,movie,2007-08-03T14:45:00Z,
The 2006 Academy Award Short Films Collection,http://hujhax.livejournal.com/336968.html#t2aasfc,movie,2007-08-03T14:45:00Z,
Hot Fuzz,http://hujhax.livejournal.com/336968.html#hf,movie,2007-08-03T14:45:00Z,
Heroes,http://hujhax.livejournal.com/336968.html#h,TV,2007-08-03T14:45:00Z,"1x19-1x23, spoilers"
World War Z,http://hujhax.livejournal.com/336968.html#wwz,book,2007-08-03T14:45:00Z,audiobook
Pan's Labyrinth,http://hujhax.livejournal.com/334931.html#pl,movie,2007-07-27T18:15:00Z,
The Wire,http://hujhax.livejournal.com/334931.html#tw,TV,2007-07-27T18:15:00Z,3x08-3x10
Carnivàle,http://hujhax.livejournal.com/334931.html#c,TV,2007-07-27T18:15:00Z,1x03-1x04
Harry Potter and the Order of the Phoenix,http://hujhax.livejournal.com/334109.html#hp5,movie,2007-07-20T19:56:00Z,
Slings & Arrows,http://hujhax.livejournal.com/334109.html#s&a,TV,2007-07-20T19:56:00Z,1x03-1x04
Rome,http://hujhax.livejournal.com/334109.html#r,TV,2007-07-20T19:56:00Z,1x06-1x08
The Sociopath Next Door,http://hujhax.livejournal.com/334109.html#tsnd,book,2007-07-20T19:56:00Z,audiobook
Classic Albums:  U2:  The Joshua Tree,http://hujhax.livejournal.com/332062.html#cautjt,movie,2007-07-13T14:52:00Z,
Carnivàle,http://hujhax.livejournal.com/332062.html#c,TV,2007-07-13T14:52:00Z,1x01-1x02
Joe vs. the Volcano,http://hujhax.livejournal.com/330832.html#jvtv,movie,2007-07-06T15:33:00Z,
Transformers,http://hujhax.livejournal.com/330832.html#t,movie,2007-07-06T15:33:00Z,
Slings & Arrows,http://hujhax.livejournal.com/330832.html#s&a,TV,2007-07-06T15:33:00Z,1x01-1x02
The Wire,http://hujhax.livejournal.com/330832.html#tw,TV,2007-07-06T15:33:00Z,3x05-3x07
The Twelve Kingdoms,http://hujhax.livejournal.com/330832.html#ttk,TV,2007-07-06T15:33:00Z,1x01-1x03
a quick update on podcasts,http://hujhax.livejournal.com/330832.html#pu,book,2007-07-06T15:33:00Z,
The Departed,http://hujhax.livejournal.com/328686.html#td,movie,2007-06-29T15:56:00Z,
The Princess Bride,http://hujhax.livejournal.com/328686.html#tpb,movie,2007-06-29T15:56:00Z,Alamo quote-along
Rome,http://hujhax.livejournal.com/328686.html#r,TV,2007-06-29T15:56:00Z,1x03-1x04
The Murder of Roger Ackroyd,http://hujhax.livejournal.com/328686.html#tmora,book,2007-06-29T15:56:00Z,audiobook
The 2005 Academy Award Short Films Collection,http://hujhax.livejournal.com/325444.html#t2aasfc,movie,2007-06-22T17:50:00Z,
The Bourne Supremacy,http://hujhax.livejournal.com/325444.html#tbs,movie,2007-06-22T17:50:00Z,spoilers
The Wire,http://hujhax.livejournal.com/325444.html#tw,TV,2007-06-22T17:50:00Z,"3x03-3x04, slight spoilers"
Ratatouille,http://hujhax.livejournal.com/323318.html#ra,movie,2007-06-15T16:06:00Z,
The Wire,http://hujhax.livejournal.com/323318.html#tw,TV,2007-06-15T16:06:00Z,3x01-3x02
Rome,http://hujhax.livejournal.com/323318.html#ro,TV,2007-06-15T16:06:00Z,1x01-1x02
Delicatessen,http://hujhax.livejournal.com/321802.html#d,movie,2007-06-08T16:15:00Z,
The State Within,http://hujhax.livejournal.com/321802.html#tsw,TV,2007-06-08T16:15:00Z,Disc 2
Extras,http://hujhax.livejournal.com/320551.html#e,TV,2007-06-01T20:11:00Z,"Season 1, Disc 2"
2000x,http://hujhax.livejournal.com/320551.html#2,book,2007-06-01T20:11:00Z,audiobook
Secret World Live,http://hujhax.livejournal.com/317276.html#swl,movie,2007-05-25T14:47:00Z,
Extras,http://hujhax.livejournal.com/317276.html#e,TV,2007-05-25T14:47:00Z,"Season 1, Disc 1"
The State Within,http://hujhax.livejournal.com/317276.html#tsw,TV,2007-05-25T14:47:00Z,Disc 1
LOST,http://hujhax.livejournal.com/317276.html#l,TV,2007-05-25T14:47:00Z,"3x23, spoilers"
Creature Comforts,http://hujhax.livejournal.com/317276.html#cc,TV,2007-05-25T14:47:00Z,Season 1
Fullmetal Alchemist,http://hujhax.livejournal.com/316029.html#fa,TV,2007-05-18T15:02:00Z,Disc 1
LOST,http://hujhax.livejournal.com/316029.html#l,TV,2007-05-18T15:02:00Z,"3x20-3x21, spoilers"
The Bourne Identity,http://hujhax.livejournal.com/314098.html#tbi,movie,2007-05-11T15:16:00Z,
Hustle,http://hujhax.livejournal.com/314098.html#h,TV,2007-05-11T15:16:00Z,"Season 1, Disc 2"
The Theory of Evolution: A History of Controversy,http://hujhax.livejournal.com/314098.html#ttoe,book,2007-05-11T15:16:00Z,audiobook
Children of Men,http://hujhax.livejournal.com/312006.html#com,movie,2007-05-04T20:07:00Z,
Stranger than Fiction,http://hujhax.livejournal.com/312006.html#stf,movie,2007-05-04T20:07:00Z,
These Things Take Time,http://hujhax.livejournal.com/312006.html#tttt,movie,2007-05-04T20:07:00Z,
High and Low,http://hujhax.livejournal.com/312006.html#hal,movie,2007-05-04T20:07:00Z,
Red vs Blue,http://hujhax.livejournal.com/312006.html#rvb,TV,2007-05-04T20:07:00Z,Season 4
LOST,http://hujhax.livejournal.com/312006.html#l,TV,2007-05-04T20:07:00Z,"3x18-3x19, spoilers"
Seven Up,http://hujhax.livejournal.com/309803.html#7,movie,2007-04-27T14:13:00Z,
Heroes,http://hujhax.livejournal.com/309803.html#h,TV,2007-04-27T14:13:00Z,"1x12-1x18, spoilers"
The Moonstone,http://hujhax.livejournal.com/309803.html#m,book,2007-04-27T14:13:00Z,audiobook
Twice Upon a Time,http://hujhax.livejournal.com/308635.html#tuat,movie,2007-04-20T14:40:00Z,
Drive,http://hujhax.livejournal.com/308635.html#d,TV,2007-04-20T14:40:00Z,1x01-1x02
Bleak House,http://hujhax.livejournal.com/308635.html#bh,TV,2007-04-20T14:40:00Z,"2005, Disc 2"
LOST,http://hujhax.livejournal.com/308635.html#l,TV,2007-04-20T14:40:00Z,"3x16-3x17, spoilers"
Casino Royale,http://hujhax.livejournal.com/users/307134.html#cr,movie,2007-04-13T19:24:00Z,spoilers
Hustle,http://hujhax.livejournal.com/users/307134.html#h,TV,2007-04-13T19:24:00Z,"Season 1, Disc 1"
Angel,http://hujhax.livejournal.com/users/307134.html#a,TV,2007-04-13T19:24:00Z,"Season 1, Disc 6, spoilers"
LOST,http://hujhax.livejournal.com/306246.html#l,TV,2007-04-10T03:46:00Z,3x13-3x14
Angel,http://hujhax.livejournal.com/306246.html#a,TV,2007-04-10T03:46:00Z,"Season 1, Disc 5"
Conversations with My Agent,http://hujhax.livejournal.com/306246.html#cwma,book,2007-04-10T03:46:00Z,
When the Levees Broke,http://hujhax.livejournal.com/302425.html#wtlb,TV,2007-03-30T18:01:00Z,Acts III & IV
The Office,http://hujhax.livejournal.com/302425.html#o,TV,2007-03-30T18:01:00Z,"Season 2, Disc 4"
Angel,http://hujhax.livejournal.com/302425.html#a,TV,2007-03-30T18:01:00Z,"Season 2, Disc 4, spoilers"
Flow,http://hujhax.livejournal.com/302425.html#f,book,2007-03-30T18:01:00Z,
LOST,http://hujhax.livejournal.com/300691.html#l,TV,2007-03-25T04:24:00Z,"3x12-3x13, spoilers"
The Office,http://hujhax.livejournal.com/300691.html#o,TV,2007-03-25T04:24:00Z,"Season 2, Disc 3, spoilers"
Hustle and Flow,http://hujhax.livejournal.com/299745.html#hf,movie,2007-03-19T14:00:00Z,
The Amazing Screw-On Head,http://hujhax.livejournal.com/299745.html#tasoh,movie,2007-03-19T14:00:00Z,
SXSW Animated Shorts,http://hujhax.livejournal.com/299745.html#sas,movie,2007-03-19T14:00:00Z,
Knocked Up,http://hujhax.livejournal.com/299745.html#ku,movie,2007-03-19T14:00:00Z,
The King of Kong,http://hujhax.livejournal.com/299745.html#tkok,movie,2007-03-19T14:00:00Z,
Helvetica,http://hujhax.livejournal.com/299745.html#h,movie,2007-03-19T14:00:00Z,
Angel,http://hujhax.livejournal.com/299745.html#a,TV,2007-03-19T14:00:00Z,"Season 1, Discs 2-3, spoilers"
The Office,http://hujhax.livejournal.com/299745.html#to,TV,2007-03-19T14:00:00Z,"Season 2, Disc 2, spoilers"
Desperate Networks,http://hujhax.livejournal.com/299745.html#dn,book,2007-03-19T14:00:00Z,
The Wisdom of Crowds,http://hujhax.livejournal.com/299745.html#twoc,book,2007-03-19T14:00:00Z,audiobook
The Animation Show 3,http://hujhax.livejournal.com/297087.html#tas,movie,2007-03-09T16:01:00Z,
The Office,http://hujhax.livejournal.com/297087.html#o,TV,2007-03-09T16:01:00Z,"US, Season 2, Disc 1"
Angel,http://hujhax.livejournal.com/297087.html#a,TV,2007-03-09T16:01:00Z,"Season 1, Disc 1"
LOST,http://hujhax.livejournal.com/297087.html#l,TV,2007-03-09T16:01:00Z,3x10-3x11
Special Topics in Calamity Physics,http://hujhax.livejournal.com/297087.html#sticp,book,2007-03-09T16:01:00Z,audiobook
The Office,http://www.livejournal.com/users/hujhax/295657.html#o,TV,2007-03-03T04:42:00Z,"US, Season 1"
Buffy the Vampire Slayer,http://www.livejournal.com/users/hujhax/295657.html#btvs,TV,2007-03-03T04:42:00Z,"season 7, disc 6"
Making Comics,http://www.livejournal.com/users/hujhax/295657.html#mc,book,2007-03-03T04:42:00Z,
Black Books,http://hujhax.livejournal.com/291339.html#bb,TV,2007-02-23T15:57:00Z,Season 1
Bleak House,http://hujhax.livejournal.com/291339.html#bh,TV,2007-02-23T15:57:00Z,Disc 1
LOST,http://hujhax.livejournal.com/291339.html#l,TV,2007-02-23T15:57:00Z,"3x08-3x09, podcast, spoilers"
The Unnatural Nature of Science,http://hujhax.livejournal.com/291339.html#tunos,book,2007-02-23T15:57:00Z,
Battlestar Galactica,http://hujhax.livejournal.com/291339.html#bsgp,book,2007-02-23T15:57:00Z,
Rocky,http://hujhax.livejournal.com/290268.html#r,movie,2007-02-16T16:11:00Z,
Buffy,http://hujhax.livejournal.com/290268.html#btvsa,TV,2007-02-16T16:11:00Z,
Heroes,http://hujhax.livejournal.com/290268.html#h,TV,2007-02-16T16:11:00Z,1x01-1x11
When the Levees Broke,http://hujhax.livejournal.com/290268.html#wtlb,TV,2007-02-16T16:11:00Z,Disc 1
Buffy the Vampire Slayer,http://hujhax.livejournal.com/290268.html#btvs,TV,2007-02-16T16:11:00Z,"Season 7, Disc 5"
Wizard of the Crow,http://hujhax.livejournal.com/290268.html#wotc,book,2007-02-16T16:11:00Z,
Read or Die,http://hujhax.livejournal.com/288040.html#rod,TV,2007-02-09T22:30:00Z,
LOST,http://hujhax.livejournal.com/288040.html#l,TV,2007-02-09T22:30:00Z,3x01-3x07
Buffy the Vampire Slayer,http://hujhax.livejournal.com/286263.html#btvs,TV,2007-02-02T21:37:00Z,"Season 7, Disc 4"
Blink,http://hujhax.livejournal.com/286263.html#b,book,2007-02-02T21:37:00Z,
He-Man and the Secret of the Sword,http://hujhax.livejournal.com/283404.html#hm,movie,2007-01-26T16:38:00Z,
Red vs Blue,http://hujhax.livejournal.com/283404.html#rvb,TV,2007-01-26T16:38:00Z,
24,http://hujhax.livejournal.com/283404.html#24,TV,2007-01-26T16:38:00Z,
Buffy the Vampire Slayer,http://hujhax.livejournal.com/283404.html#btvs,TV,2007-01-26T16:38:00Z,
Battlestar Galactica,http://hujhax.livejournal.com/283404.html#bsg,TV,2007-01-26T16:38:00Z,
Stumbling on Happiness,http://hujhax.livejournal.com/283404.html#soh,book,2007-01-26T16:38:00Z,
A Clockwork Orange,http://hujhax.livejournal.com/281958.html#aco,movie,2007-01-19T20:01:00Z,
A Bit of Fry & Laurie,http://hujhax.livejournal.com/281958.html#abofal,TV,2007-01-19T20:01:00Z,Season 2
